MWP	ONames	GLON	GLAT	Width	Height	Reff	Hit	Flag	_RA.icrs	_DE.icrs
1G325330+002000S	    	325.330	+00.200	 0.45	 0.45	 0.32	 0.10	 	234.7585	-55.2101
1G326450-007600S	    	326.450	-00.760	 0.51	 0.51	 0.36	 0.10	2	237.3428	-55.2892
1G328140+006500S	    	328.140	+00.650	 0.55	 0.55	 0.39	 0.10	2	238.0790	-53.1308
1G328560+003700S	    	328.560	+00.370	 0.47	 0.45	 0.32	 0.10	 	238.9154	-53.0795
1G328570+005800S	    	328.570	+00.580	 0.50	 0.52	 0.36	 0.10	 	238.7050	-52.9117
1G329400-004600S	    	329.400	-00.460	 0.59	 0.52	 0.39	 0.10	2	240.8784	-53.1623
1G330290-003900S	    	330.290	-00.390	 0.48	 0.49	 0.34	 0.10	2	241.8990	-52.5166
1G331130+001100S	    	331.130	+00.110	 0.47	 0.47	 0.33	 0.10	 	242.3592	-51.5809
1G332210+004500S	    	332.210	+00.450	 0.56	 0.58	 0.40	 0.10	 	243.2492	-50.5963
1G332220+004500S	    	332.220	+00.450	 0.63	 0.61	 0.44	 0.10	 	243.2606	-50.5894
1G332230-000600S	    	332.230	-00.060	 0.57	 0.49	 0.37	 0.10	 	243.8274	-50.9524
1G333140-003900S	    	333.140	-00.390	 0.80	 0.87	 0.59	 0.10	2	245.2214	-50.5534
1G334840+002200S	    	334.840	+00.220	 0.98	 1.04	 0.71	 0.10	2	246.4024	-48.9164
1G336880-000100S	    	336.880	-00.010	 0.59	 0.49	 0.38	 0.10	 	248.7588	-47.5922
1G337080-004800S	    	337.080	-00.480	 0.68	 0.64	 0.47	 0.10	 	249.4751	-47.7603
1G337240+002300S	    	337.240	+00.230	 0.58	 0.60	 0.42	 0.10	 	248.8565	-47.1646
1G337590+005100S	    	337.590	+00.510	 0.48	 0.49	 0.34	 0.10	 	248.8998	-46.7174
1G340050-002300S	    	340.050	-00.230	 0.93	 0.91	 0.65	 0.10	2	252.0391	-45.3567
1G340880-003600S	    	340.880	-00.360	 0.64	 0.60	 0.44	 0.10	2	252.9334	-44.8027
1G341460-002600S	    	341.460	-00.260	 0.54	 0.54	 0.38	 0.10	 	253.3414	-44.2910
1G343350-000700S	    	343.350	-00.070	 0.51	 0.50	 0.36	 0.10	2	254.7680	-42.6980
1G343350-000800S	    	343.350	-00.080	 1.22	 1.15	 0.84	 0.10	2	254.7787	-42.7042
1G343360-001000S	    	343.360	-00.100	 0.98	 0.98	 0.69	 0.10	2	254.8085	-42.7088
1G344160+005000S	    	344.160	+00.500	 0.68	 0.68	 0.48	 0.10	 	254.8404	-41.7090
1G344170+002100S	    	344.170	+00.210	 0.47	 0.58	 0.37	 0.10	 	255.1548	-41.8802
1G345910+000100S	    	345.910	+00.010	 0.45	 0.45	 0.32	 0.10	2	256.7738	-40.6207
1G351920+006400S	    	351.920	+00.640	 1.23	 1.12	 0.83	 0.10	2	260.5795	-35.3728
1G352630+003900S	    	352.630	+00.390	 0.45	 0.45	 0.32	 0.10	 	261.3217	-34.9276
1G353540-004600S	    	353.540	-00.460	 1.10	 1.04	 0.76	 0.10	2	262.7975	-34.6421
1G355150-000600S	    	355.150	-00.060	 0.59	 0.66	 0.44	 0.10	 	263.4528	-33.0749
1G355530+003600S	    	355.530	+00.360	 0.45	 0.45	 0.32	 0.10	 	263.2795	-32.5276
1G356470-000100S	    	356.470	-00.010	 0.54	 0.52	 0.38	 0.10	 	264.2486	-31.9372
1G357030-001100S	    	357.030	-00.110	 0.50	 0.49	 0.35	 0.10	2	264.7005	-31.5178
1G357260-001200S	    	357.260	-00.120	 0.50	 0.51	 0.36	 0.10	 	264.8541	-31.3285
